,ccg,month,111/2019/111_offered,111/2019/111_answered,amb_sys/2019/made,amb_sys/2019/answered,gp_appt/2019/available,ae_attendances/2019/attendances,population,People,Places,Lives
185,03H,Jun,274.488224099585,250.6612805392798,224.2046611675328,147.48970650482931,5362.095916963672,877.133746013881,15.993,96.5,97.1,98.1
186,03H,Jul,283.7492782714367,252.7623704796864,241.56609227459967,163.68379236517407,6044.331895204152,950.0406427812168,15.993,96.5,97.1,98.1
187,03H,Aug,281.0082730416405,253.09379240481005,229.8263501188526,153.42182521705024,5310.510848496217,893.3908585005939,15.993,96.5,97.1,98.1
188,03H,Sep,263.9369172758369,240.86870063845626,226.53935166097708,152.63119941975506,5726.005127243168,873.194522603639,15.993,96.5,97.1,98.1
189,03H,Oct,286.45484845263485,254.68003193323207,244.17402563050382,163.60133445993472,6695.429250297005,892.7030575876946,15.993,96.5,97.1,98.1
190,03H,Nov,326.9842063903984,276.37461933377944,249.7488267533542,153.47679715387648,5675.54555117864,876.1958356781091,15.993,96.5,97.1,98.1
191,03H,Dec,365.41455880237885,334.34635884031513,266.4586787268629,155.82280539902027,5058.9632964421935,914.4000500218846,15.993,96.5,97.1,98.1
192,03L,Jan,344.78927610364553,301.60645835026924,217.7050380486644,154.08310528063663,5246.945144189194,343.23419934579084,26.597,94.7,100.1,95.8
193,03L,Feb,301.57310771629454,263.4283201077226,196.84318802310244,139.87609325439362,4678.723164266647,297.21397150054514,26.597,94.7,100.1,95.8
194,03L,Mar,320.6413326913337,290.592411480122,210.42610688420032,149.54145320578547,4940.106026995526,323.34473812836035,26.597,94.7,100.1,95.8
195,03L,Apr,296.83940210650945,274.77170448837,223.76326885125144,148.96586469078125,4581.005376546227,329.58604353874495,26.597,94.7,100.1,95.8
196,03L,May,295.405324845597,272.45591984175127,228.9823692064025,150.9092843397563,4710.606459375117,319.5473173666203,26.597,94.7,100.1,95.8
197,03L,Jun,274.488224099585,250.6612805392798,224.20466116753278,147.4897065048293,4537.316238673535,318.26897770425234,26.597,94.7,100.1,95.8
198,03L,Jul,283.74927827143665,252.76237047968635,241.5660922745997,163.68379236517404,5010.414708425762,336.240929428131,26.597,94.7,100.1,95.8
199,03L,Aug,281.0082730416404,253.09379240481005,229.82635011885256,153.4218252170502,4444.44862202504,320.3368800992593,26.597,94.7,100.1,95.8
200,03L,Sep,263.9369172758369,240.8687006384562,226.53935166097708,152.63119941975503,4974.0572244990035,320.9384517050795,26.597,94.7,100.1,95.8
201,03L,Oct,286.45484845263485,254.68003193323204,244.17402563050385,163.60133445993466,5762.49201037711,317.216227394067,26.597,94.7,100.1,95.8
202,03L,Nov,326.9842063903984,276.37461933377944,249.74882675335417,153.47679715387648,5116.441703951573,325.3750422980035,26.597,94.7,100.1,95.8
203,03L,Dec,365.41455880237874,334.3463588403151,266.45867872686284,155.82280539902027,4573.523329698838,320.6752641275332,26.597,94.7,100.1,95.8
204,03N,Jan,344.78927610364553,301.60645835026924,217.7050380486644,154.0831052806366,5242.913288489902,419.4651184599777,58.6485,94.2,99.2,99.0
205,03N,Feb,301.5731077162946,263.4283201077226,196.84318802310247,139.87609325439365,4746.225393658832,395.15077111946596,58.6485,94.2,99.2,99.0
206,03N,Mar,320.64133269133373,290.59241148012205,210.42610688420035,149.54145320578553,4994.24537711962,425.7056872724793,58.6485,94.2,99.2,99.0
207,03N,Apr,296.8394021065095,274.77170448837006,223.76326885125144,148.96586469078125,4636.060598310272,409.166474845904,58.6485,94.2,99.2,99.0
208,03N,May,295.4053248455971,272.4559198417513,228.9823692064025,150.9092843397563,4758.91114009736,431.3835818477881,58.6485,94.2,99.2,99.0
209,03N,Jun,274.488224099585,250.6612805392798,224.2046611675328,147.48970650482931,4491.777283306478,403.48858027059515,58.6485,94.2,99.2,99.0
210,03N,Jul,283.7492782714367,252.7623704796864,241.56609227459973,163.68379236517404,5101.37514173423,429.3204429780813,58.6485,94.2,99.2,99.0
211,03N,Aug,281.0082730416404,253.09379240481005,229.8263501188526,153.42182521705024,4374.911549314987,398.95308490413225,58.6485,94.2,99.2,99.0
212,03N,Sep,263.9369172758369,240.86870063845623,226.53935166097705,152.63119941975503,4978.83151316743,403.91484863210485,58.6485,94.2,99.2,99.0
213,03N,Oct,286.45484845263485,254.6800319332321,244.17402563050388,163.6013344599347,5846.509288387598,438.3743829765467,58.6485,94.2,99.2,99.0
214,03N,Nov,326.9842063903984,276.37461933377944,249.74882675335417,153.47679715387648,5215.683265556664,441.7674791341637,58.6485,94.2,99.2,99.0
215,03N,Dec,365.4145588023789,334.34635884031513,266.4586787268629,155.82280539902027,4647.87675729132,427.25730410837446,58.6485,94.2,99.2,99.0
216,03Q,Jan,344.78927610364553,301.6064583502693,217.7050380486644,154.0831052806366,4279.266449026095,461.0711859950483,36.5128,104.18,99.98,109.26000000000002
217,03Q,Feb,301.5731077162946,263.42832010772264,196.84318802310247,139.87609325439365,3895.3736771762233,431.341885585329,36.5128,104.18,99.98,109.26000000000002
218,03Q,Mar,320.64133269133373,290.59241148012205,210.42610688420032,149.5414532057855,4053.893429153612,486.78819482482857,36.5128,104.18,99.98,109.26000000000002
219,03Q,Apr,296.8394021065095,274.77170448837006,223.76326885125144,148.96586469078125,3762.899585898644,502.48132161872,36.5128,104.18,99.98,109.26000000000002
220,03Q,May,295.4053248455971,272.45591984175127,228.98236920640247,150.9092843397563,3928.649679016674,509.38301088933196,36.5128,104.18,99.98,109.26000000000002
221,03Q,Jun,274.48822409958507,250.66128053927983,224.20466116753278,147.4897065048293,3719.681864989812,508.54768738634124,36.5128,104.18,99.98,109.26000000000002
222,03Q,Jul,283.7492782714367,252.76237047968635,241.56609227459973,163.68379236517404,4084.1020135404574,561.6112705681295,36.5128,104.18,99.98,109.26000000000002
223,03Q,Aug,281.0082730416404,253.09379240481005,229.82635011885253,153.4218252170502,3573.2126815801585,550.3275563637957,36.5128,104.18,99.98,109.26000000000002
224,03Q,Sep,263.93691727583683,240.8687006384563,226.53935166097708,152.63119941975503,4022.2059113516357,516.6544335137268,36.5128,104.18,99.98,109.26000000000002
225,03Q,Oct,286.45484845263496,254.6800319332321,244.17402563050388,163.6013344599347,4670.389562016608,523.5972042680924,36.5128,104.18,99.98,109.26000000000002
226,03Q,Nov,326.9842063903984,276.3746193337795,249.74882675335417,153.47679715387648,4137.644880699371,496.38756819526304,36.5128,104.18,99.98,109.26000000000002
227,03Q,Dec,365.4145588023788,334.34635884031513,266.4586787268629,155.82280539902027,3731.2120680966677,498.05821520124454,36.5128,104.18,99.98,109.26000000000002
228,03R,Jan,344.7892761036455,301.60645835026924,217.7050380486644,154.0831052806366,6034.369163429697,617.745465378754,34.9092,92.1,98.3,97.2
229,03R,Feb,301.57310771629454,263.4283201077226,196.84318802310244,139.87609325439365,5426.850228593036,567.0997903131553,34.9092,92.1,98.3,97.2
230,03R,Mar,320.6413326913337,290.59241148012205,210.42610688420032,149.54145320578553,5616.485052650877,630.5501128642306,34.9092,92.1,98.3,97.2
231,03R,Apr,296.83940210650945,274.77170448837006,223.76326885125144,148.96586469078125,5246.496625531378,639.0292530335843,34.9092,92.1,98.3,97.2
232,03R,May,295.405324845597,272.45591984175127,228.9823692064025,150.9092843397563,5471.136548531619,639.8886253480458,34.9092,92.1,98.3,97.2
233,03R,Jun,274.488224099585,250.66128053927977,224.2046611675328,147.4897065048293,5099.056982113598,627.8287672017692,34.9092,92.1,98.3,97.2
234,03R,Jul,283.74927827143665,252.76237047968635,241.56609227459973,163.68379236517407,5716.029012409336,683.5733846665063,34.9092,92.1,98.3,97.2
235,03R,Aug,281.0082730416404,253.09379240481002,229.8263501188526,153.42182521705024,5011.973920914831,634.6178084860152,34.9092,92.1,98.3,97.2
236,03R,Sep,263.9369172758369,240.86870063845623,226.53935166097705,152.63119941975503,5573.459145440171,634.1308308411536,34.9092,92.1,98.3,97.2
237,03R,Oct,286.45484845263485,254.68003193323207,244.1740256305039,163.60133445993466,6568.526348355162,644.6151730775841,34.9092,92.1,98.3,97.2
238,03R,Nov,326.9842063903984,276.3746193337794,249.74882675335422,153.47679715387648,5892.572731543548,631.6386511292153,34.9092,92.1,98.3,97.2
239,03R,Dec,365.4145588023788,334.34635884031513,266.4586787268629,155.82280539902027,5292.7595017932235,650.1724473777687,34.9092,92.1,98.3,97.2
240,04C,Jan,912.6893294402046,758.5739089655481,228.88246939733003,173.20409244067847,5121.958027903238,852.9245920309962,35.8238,92.6,96.7,91.6
241,04C,Feb,823.5028109804097,680.2740077825357,205.26847534014814,155.49803979413397,4790.027858574467,789.6705542125626,35.8238,92.6,96.7,91.6
242,04C,Mar,868.1658562184916,748.5526381902534,219.5646050442868,166.50087258484155,5006.811114398808,894.6287105220553,35.8238,92.6,96.7,91.6
243,04C,Apr,905.6548998152067,772.0286513435202,213.9076872769666,162.5022658771344,4647.80397389445,869.3661755592651,35.8238,92.6,96.7,91.6
244,04C,May,901.3560817110413,765.7199962036411,215.32386048594623,163.80070233305375,4827.433158961361,893.2329903583651,35.8238,92.6,96.7,91.6
245,04C,Jun,826.2942513077899,691.3560258822347,218.49830992223156,166.03770064119882,4629.603782959932,837.6274990369532,35.8238,92.6,96.7,91.6
246,04C,Jul,881.5089409833687,725.718656312284,234.58381612806915,180.9613894536304,5001.116576130952,887.3988800741407,35.8238,92.6,96.7,91.6
247,04C,Aug,901.3560817110413,750.2275023866815,221.80826769694474,170.82714289776362,4516.382963281394,897.196835623245,35.8238,92.6,96.7,91.6
248,04C,Sep,831.4863303167168,679.3249180712264,220.1588424300155,169.0111090180133,5104.902327502945,889.2970594967592,35.8238,92.6,96.7,91.6
249,04C,Oct,864.8440422289093,738.0009937527566,237.2495539332073,181.42456139727312,5618.080717288507,882.4580306946779,35.8238,92.6,96.7,91.6
250,04C,Nov,1027.3896124922537,838.8278183777265,241.16929923084578,183.55826236546912,5169.970801534176,901.4119105175889,35.8238,92.6,96.7,91.6
251,04C,Dec,1261.3402263299818,1042.7425342928445,261.9598326627522,197.6322472525129,4566.8801188037005,927.7910216113311,35.8238,92.6,96.7,91.6
252,05W,Jan,740.6891168599466,691.9298921417568,228.88246939733,173.20409244067847,4216.114951713947,827.5724290786826,26.5294,97.85,102.1,99.5
253,05W,Feb,677.3071932527776,606.5252209877546,205.26847534014814,155.49803979413394,3736.3076435954076,788.1444736782589,26.5294,97.85,102.1,99.5
254,05W,Mar,721.2766604492743,666.8153434433542,219.5646050442868,166.50087258484155,3940.609286301236,860.5170113157478,26.5294,97.85,102.1,99.5
255,05W,Apr,749.5336955640257,697.0744465169086,213.90768727696664,162.5022658771344,3667.855285079949,869.2997203102973,26.5294,97.85,102.1,99.5
256,05W,May,684.656556645852,638.0767983131944,215.32386048594626,163.80070233305375,3742.677934668707,875.7830934736556,26.5294,97.85,102.1,99.5
257,05W,Jun,652.0152461276458,593.8792474251885,218.49830992223156,166.03770064119882,3609.957254969958,847.9648993192459,26.5294,97.85,102.1,99.5
258,05W,Jul,691.9552347741466,621.9335414808207,234.58381612806917,180.9613894536304,3992.8155178782786,908.4638175005842,26.5294,97.85,102.1,99.5
259,05W,Aug,693.1209958640825,631.5383991565972,221.8082676969447,170.82714289776362,3417.7553959003976,867.8673471695553,26.5294,97.85,102.1,99.5
260,05W,Sep,641.1432568323737,599.2518854918499,220.1588424300155,169.0111090180133,4022.970741893899,856.4083620436196,26.5294,97.85,102.1,99.5
261,05W,Oct,682.5784607898792,645.0967074852,237.24955393320727,181.42456139727312,4688.986558308895,879.5524964756082,26.5294,97.85,102.1,99.5
262,05W,Nov,768.7180682831887,716.5122455599708,241.1692992308458,183.5582623654691,4168.469697769267,884.0757800779513,26.5294,97.85,102.1,99.5
263,05W,Dec,922.902643743411,823.8889789960264,261.9598326627522,197.6322472525129,3628.7288819196815,882.9449591773655,26.5294,97.85,102.1,99.5
264,06H,Jan,311.4498802416616,251.4143102277196,190.95859669795996,118.56325299899926,5481.457566224574,349.5267758195403,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
265,06H,Feb,297.91003825117076,240.7455403424731,170.6351510005329,109.30783660490326,5080.747506524149,332.0134594072856,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
266,06H,Mar,286.97315268294426,235.18213992063778,184.40823647147,119.31879719443566,5226.837039287885,365.143620634183,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
267,06H,Apr,289.85539627497946,238.14258392020878,180.64091289147285,116.9585880334623,4829.0427376398675,356.3409359024774,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
268,06H,May,304.00967003896614,247.1803167339935,183.8346467267694,118.61004128633134,4977.0537661316275,366.7277374611232,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
269,06H,Jun,293.39675758767385,237.21535051656957,182.05842470768152,119.00167658029608,4673.234011368105,365.60656704679513,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
270,06H,Jul,300.1555070961284,236.1428877846495,199.4723320928661,131.4958821974899,5262.071908626175,397.58785257212315,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
271,06H,Aug,291.8774353841204,232.88081364172595,180.47108873745273,117.72799542514522,4561.150484395667,374.94637686340405,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
272,06H,Sep,264.7083795088121,211.62147427876883,179.76926442747168,117.882223483388,5101.079612483466,369.97461838201116,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
273,06H,Oct,274.4610874772102,216.20178386301077,192.9496982588692,129.49784903845742,6037.317234476102,369.5921066742931,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
274,06H,Nov,320.5211275158188,256.32976441568655,193.5024932092,128.47543831527508,5375.227898330533,364.2369427662389,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
275,06H,Dec,387.55004826082296,306.981285525328,207.7971814389131,136.94411832237998,4716.322435920352,367.41902906374,89.5136,101.62857142857142,99.67142857142858,105.65714285714286
276,06K,Jan,277.9871641630139,258.76164376060416,190.95859669795993,118.56325299899925,4086.7727311697013,268.85304414921814,57.1539,105.73999999999998,99.02,107.0
277,06K,Feb,264.82790720755946,243.2836880828297,170.6351510005329,109.30783660490324,3693.868659881478,252.42371911628078,57.1539,105.73999999999998,99.02,107.0
278,06K,Mar,272.2203636506756,256.64829105059295,184.40823647146996,119.31879719443566,3897.3368396557366,282.30794398982397,57.1539,105.73999999999998,99.02,107.0
279,06K,Apr,271.3647552660557,252.27613220518518,180.64091289147285,116.95858803346229,3568.557876190426,269.7978615632529,57.1539,105.73999999999998,99.02,107.0
280,06K,May,270.52625904912816,250.72748102902312,183.83464672676936,118.61004128633131,3801.9627706945635,286.7170919219861,57.1539,105.73999999999998,99.02,107.0
281,06K,Jun,259.0354384436826,240.16927356281317,182.0584247076815,119.00167658029606,3552.8284159086256,279.4909883664982,57.1539,105.73999999999998,99.02,107.0
282,06K,Jul,273.3497667183739,249.37561978132362,199.4723320928661,131.4958821974899,3982.3879035376413,301.4317483146382,57.1539,105.73999999999998,99.02,107.0
283,06K,Aug,253.44831569211442,236.82384477894928,180.47108873745276,117.72799542514524,3509.78673371371,275.15182690944977,57.1539,105.73999999999998,99.02,107.0
284,06K,Sep,237.29442939049025,224.92233214888614,179.76926442747165,117.88222348338799,4018.9033469282062,284.6524909061324,57.1539,105.73999999999998,99.02,107.0
285,06K,Oct,257.72635761521406,241.56391522974369,192.9496982588692,129.4978490384574,4621.119468662681,291.493668848495,57.1539,105.73999999999998,99.02,107.0
286,06K,Nov,285.2855036838219,269.45674856835325,193.5024932091999,128.47543831527506,4152.490031301451,286.3846561651961,57.1539,105.73999999999998,99.02,107.0
287,06K,Dec,351.8176116718673,312.61363548858236,207.79718143891313,136.94411832237995,3691.576602821505,289.41157121386294,57.1539,105.73999999999998,99.02,107.0
288,06N,Jan,277.9871641630139,258.7616437606042,190.95859669795993,118.56325299899926,4253.976758983289,220.10314456984025,59.722,107.46,100.16,105.88
289,06N,Feb,264.8279072075595,243.28368808282974,170.63515100053286,109.30783660490326,3764.776799169485,202.89005726532935,59.722,107.46,100.16,105.88
290,06N,Mar,272.2203636506756,256.648291050593,184.40823647146996,119.31879719443566,3938.8834935199757,235.29017782391747,59.722,107.46,100.16,105.88
291,06N,Apr,271.36475526605574,252.27613220518515,180.64091289147285,116.95858803346229,3640.3000569304445,219.8017480995278,59.722,107.46,100.16,105.88
292,06N,May,270.52625904912816,250.72748102902307,183.83464672676945,118.61004128633134,3822.9463179397876,229.4966678945782,59.722,107.46,100.16,105.88
293,06N,Jun,259.03543844368255,240.16927356281323,182.0584247076815,119.00167658029608,3729.111550182512,226.41572619805098,59.722,107.46,100.16,105.88
294,06N,Jul,273.3497667183739,249.3756197813236,199.4723320928661,131.4958821974899,4265.396336358461,243.46137101905495,59.722,107.46,100.16,105.88
295,06N,Aug,253.44831569211448,236.8238447789493,180.47108873745273,117.72799542514524,3640.91959411942,220.4045410401527,59.722,107.46,100.16,105.88
296,06N,Sep,237.29442939049025,224.9223321488861,179.76926442747168,117.882223483388,4235.641807039282,231.6901644285188,59.722,107.46,100.16,105.88
297,06N,Oct,257.7263576152141,241.56391522974369,192.9496982588692,129.4978490384574,4758.229798064365,232.4771441010013,59.722,107.46,100.16,105.88
298,06N,Nov,285.28550368382184,269.45674856835325,193.50249320919997,128.47543831527506,4312.397441478852,233.6659857339004,59.722,107.46,100.16,105.88
299,06N,Dec,351.8176116718674,312.61363548858236,207.79718143891313,136.94411832237998,3804.3267137738185,240.63159304778807,59.722,107.46,100.16,105.88
300,06Q,Jan,442.0316342127998,406.2627576450929,190.95859669795993,118.56325299899925,4433.534151268237,224.8773224050623,39.5549,103.5,100.40000000000002,105.93333333333332
301,06Q,Feb,425.9985379145344,381.7324763360518,170.63515100053286,109.30783660490326,3979.4311197854117,209.98662618284965,39.5549,103.5,100.40000000000002,105.93333333333332
302,06Q,Mar,419.5781788491298,389.24465246988007,184.40823647146996,119.31879719443565,4163.580239110704,239.26239226998422,39.5549,103.5,100.40000000000002,105.93333333333332
303,06Q,Apr,425.9510676072116,399.9492067711646,180.64091289147282,116.95858803346228,3907.6068957322605,229.7818980707826,39.5549,103.5,100.40000000000002,105.93333333333332
304,06Q,May,411.23527233715305,382.6700149056764,183.8346467267694,118.61004128633131,4055.2497920611604,236.81010443712407,39.5549,103.5,100.40000000000002,105.93333333333332
305,06Q,Jun,391.2977432615898,361.6644039153509,182.0584247076815,119.00167658029606,3818.7430634384104,229.0993024884401,39.5549,103.5,100.40000000000002,105.93333333333332
306,06Q,Jul,406.3102279524157,366.636918607411,199.47233209286608,131.4958821974899,4317.644590177197,247.3776953045008,39.5549,103.5,100.40000000000002,105.93333333333332
307,06Q,Aug,397.4095453293964,366.3639643403051,180.47108873745273,117.72799542514524,3750.786881018533,227.65826737016144,39.5549,103.5,100.40000000000002,105.93333333333332
308,06Q,Sep,372.2740176019899,340.23156015912036,179.76926442747165,117.88222348338799,4269.964024684678,239.61633072008775,39.5549,103.5,100.40000000000002,105.93333333333332
309,06Q,Oct,403.6400231655099,370.52948380787814,192.94969825886918,129.49784903845736,5134.812627512647,241.63883614925078,39.5549,103.5,100.40000000000002,105.93333333333332
310,06Q,Nov,448.60627177700337,411.1403317225075,193.50249320919994,128.47543831527506,4327.731836005147,233.09375071103705,39.5549,103.5,100.40000000000002,105.93333333333332
311,06Q,Dec,548.7567526512166,497.99912654634517,207.7971814389131,136.94411832237998,3884.600896475531,233.49825179686965,39.5549,103.5,100.40000000000002,105.93333333333332
312,06T,Jan,305.6111411025016,291.6786744978021,190.95859669795993,118.56325299899925,5207.084341291823,747.0579298577755,34.2276,94.9,97.55,101.15
313,06T,Feb,282.96200383980005,263.2759257530433,170.6351510005329,109.30783660490322,4684.026925638957,685.703934836214,34.2276,94.9,97.55,101.15
314,06T,Mar,289.12151383911,279.4408342026327,184.40823647146996,119.31879719443565,5020.334466921431,755.9980834180602,34.2276,94.9,97.55,101.15
315,06T,Apr,295.7883969849859,286.88907199422005,180.64091289147282,116.95858803346228,4683.997709450852,740.3966389697202,34.2276,94.9,97.55,101.15
316,06T,May,295.41294085652714,275.5949457516632,183.8346467267694,118.61004128633131,4847.43306571305,756.2025967347988,34.2276,94.9,97.55,101.15
317,06T,Jun,268.917915142856,250.8960209768354,182.0584247076815,119.00167658029606,4489.125734787131,731.193539716486,34.2276,94.9,97.55,101.15
318,06T,Jul,281.6123912699348,256.87287664338163,199.47233209286608,131.4958821974899,5079.23430214213,784.8052448900886,34.2276,94.9,97.55,101.15
319,06T,Aug,288.03573530545896,270.86622802566905,180.4710887374527,117.72799542514524,4525.383024226063,747.7883345604132,34.2276,94.9,97.55,101.15
320,06T,Sep,259.87652567105175,244.32046499734136,179.76926442747165,117.88222348338797,5027.404784442964,715.7381762086736,34.2276,94.9,97.55,101.15
321,06T,Oct,279.18714762934974,262.89032216165316,192.94969825886918,129.49784903845736,5592.095268146174,693.3001437436454,34.2276,94.9,97.55,101.15
322,06T,Nov,298.2948203290214,278.8015440379596,193.50249320919997,128.47543831527508,4938.49992403791,660.8117425703233,34.2276,94.9,97.55,101.15
323,06T,Dec,368.9617521827193,331.7814480023705,207.79718143891313,136.94411832237995,4441.240402482207,707.6745082915542,34.2276,94.9,97.55,101.15
327,07H,Apr,273.67440476383007,246.53661660677378,180.64091289147285,116.95858803346228,3563.071907052267,320.76930292434736,30.9163,106.63333333333334,98.9,105.53333333333332
328,07H,May,279.9817571960422,248.89783059421728,183.83464672676942,118.61004128633132,3723.37569502172,328.6615798138846,30.9163,106.63333333333334,98.9,105.53333333333332
329,07H,Jun,247.08648835727433,214.48232809230083,182.05842470768152,119.00167658029609,3538.9098954273313,322.9364445292613,30.9163,106.63333333333334,98.9,105.53333333333332
330,07H,Jul,264.68238437329177,232.30464188793613,199.47233209286608,131.49588219748992,3955.777373100921,356.60800289814756,30.9163,106.63333333333334,98.9,105.53333333333332
331,07H,Aug,239.71173782114937,220.98375290704257,180.47108873745273,117.72799542514525,3508.634603752713,320.76930292434736,30.9163,106.63333333333334,98.9,105.53333333333332
332,07H,Sep,221.01609830413082,207.3986861299703,179.76926442747168,117.88222348338802,3958.7531496330416,338.0740903665704,30.9163,106.63333333333334,98.9,105.53333333333332
333,07H,Oct,229.13479297328593,213.38258459129975,192.9496982588692,129.4978490384574,4734.2016994271635,342.5701005618395,30.9163,106.63333333333334,98.9,105.53333333333332
334,07H,Nov,269.5341939365319,251.03262680204293,193.50249320919997,128.47543831527508,4084.253290335519,340.9528307074262,30.9163,106.63333333333334,98.9,105.53333333333332
335,07H,Dec,321.44855626320094,283.6044416699282,207.79718143891319,136.94411832237998,3612.430983008963,338.9150706908653,30.9163,106.63333333333334,98.9,105.53333333333332
336,07K,Jan,305.61114110250156,291.6786744978021,190.95859669795996,118.56325299899922,5361.82709117371,274.3306435639301,23.2238,110.95,99.55,110.7
337,07K,Feb,282.9620038398,263.2759257530432,170.6351510005329,109.30783660490324,4871.769477863227,247.20330006286653,23.2238,110.95,99.55,110.7
338,07K,Mar,289.12151383911,279.4408342026327,184.40823647146996,119.31879719443566,5041.681378585761,288.2818487930485,23.2238,110.95,99.55,110.7
339,07K,Apr,295.7883969849858,286.88907199422005,180.64091289147282,116.95858803346226,4709.522128161627,289.745864156598,23.2238,110.95,99.55,110.7
340,07K,May,295.4129408565271,275.5949457516632,183.83464672676945,118.61004128633132,4863.889630465298,299.0897269180754,23.2238,110.95,99.55,110.7
341,07K,Jun,268.917915142856,250.8960209768354,182.0584247076815,119.00167658029608,4452.027661278516,288.1957302422515,23.2238,110.95,99.55,110.7
342,07K,Jul,281.6123912699347,256.87287664338163,199.4723320928661,131.4958821974899,5111.437404731353,314.33271040914923,23.2238,110.95,99.55,110.7
343,07K,Aug,288.03573530545896,270.86622802566905,180.47108873745273,117.72799542514522,4446.300777650514,286.81783342949905,23.2238,110.95,99.55,110.7
344,07K,Sep,259.87652567105175,244.32046499734136,179.76926442747165,117.882223483388,4992.895219559246,284.5787511087763,23.2238,110.95,99.55,110.7
345,07K,Oct,279.18714762934974,262.89032216165316,192.94969825886918,129.49784903845736,5715.472920021702,294.5685030012315,23.2238,110.95,99.55,110.7
346,07K,Nov,298.2948203290214,278.8015440379597,193.50249320919994,128.47543831527506,5263.953358192888,290.95152386775635,23.2238,110.95,99.55,110.7
347,07K,Dec,368.9617521827193,331.7814480023705,207.79718143891313,136.94411832237998,4628.269275484632,290.4778718383727,23.2238,110.95,99.55,110.7
350,09D,Mar,62.36298533283672,41.99111564985099,176.6352385902695,123.42150176398259,4202.143479821548,645.9880545902125,29.2515,94.2,97.8,105.3
351,09D,Apr,445.2142427056175,364.6477240337352,172.56952041147764,120.62828598755846,3878.5703297266805,630.2980719216614,29.2515,94.2,97.8,105.3
352,09D,May,433.148500146596,358.18934589103173,177.14963055874648,124.20881348866024,4072.9193374698734,585.5907956945531,29.2515,94.2,97.8,105.3
353,09D,Jun,413.7850234407651,354.40058615027635,174.64730456362267,123.37769982780223,3772.3193682375263,620.4946173381865,29.2515,94.2,97.8,105.3
354,09D,Jul,428.67776365250444,353.9051329534082,183.5244969628411,129.5122171461893,4174.247474488488,680.9150395965856,29.2515,94.2,97.8,105.3
355,09D,Aug,436.18533680034,378.18233959994205,175.73898358842536,122.92957232688013,3578.0387330564245,646.9423563190298,29.2515,94.2,97.8,105.3
356,09D,Sep,398.9097698124448,341.97928306173753,172.09893037918098,120.8798663389533,3878.8780062560895,621.3475268095996,29.2515,94.2,97.8,105.3
357,09D,Oct,422.51665742792187,370.494071756778,185.48547595183854,129.34599441401772,4705.365536810078,655.9933414157688,29.2515,94.2,97.8,105.3
358,09D,Nov,454.75025953004234,403.2814156671628,185.57307982419925,127.89940739349727,4262.037844213117,626.9293756488391,29.2515,94.2,97.8,105.3
359,09D,Dec,537.2636178225591,472.5166282836161,199.59306878161883,136.54860509926417,3762.0634839239015,601.4637505443076,29.2515,94.2,97.8,105.3
360,10Q,Jan,358.95099555321707,301.97057294841613,180.75935935063518,126.36633962718489,5099.753461588488,231.0417873739225,67.6568,106.12,100.9,108.5
361,10Q,Feb,331.1724561957168,273.85953112485583,168.90812779742754,119.64442711335357,4550.909886367667,217.5394638824183,67.6568,106.12,100.9,108.5
362,10Q,Mar,345.7558976895745,310.7614714809135,176.63523859026952,123.4215017639826,4788.446985373236,248.43711201239194,67.6568,106.12,100.9,108.5
363,10Q,Apr,338.47584369584075,302.68807826991383,172.56952041147764,120.62828598755847,4415.225077154107,234.96913835712004,67.6568,106.12,100.9,108.5
364,10Q,May,338.9600139534368,310.98313979162015,177.1496305587465,124.20881348866024,4664.409194641189,251.23133225337293,67.6568,106.12,100.9,108.5
365,10Q,Jun,322.84239441442526,300.47139516284744,174.6473045636227,123.37769982780225,4290.448262406735,245.90155017677452,67.6568,106.12,100.9,108.5
366,10Q,Jul,333.5466404709168,298.53471413246314,183.52449696284117,129.51221714618933,4877.721086424424,255.42224876139574,67.6568,106.12,100.9,108.5
367,10Q,Aug,325.91658388133044,303.93058748519053,175.73898358842533,122.92957232688016,4156.182379302598,236.66434120443176,67.6568,106.12,100.9,108.5
368,10Q,Sep,303.86058696602004,275.1895409890957,172.098930379181,120.87986633895332,4736.03540220643,242.47915952276784,67.6568,106.12,100.9,108.5
369,10Q,Oct,332.6366337217001,307.7456157799837,185.48547595183857,129.3459944140177,5480.74990244883,251.3474477066607,67.6568,106.12,100.9,108.5
370,10Q,Nov,363.5010292993006,333.6808081326603,185.57307982419925,127.89940739349728,5032.1327641863045,247.73196485793002,67.6568,106.12,100.9,108.5
371,10Q,Dec,433.1340457441726,397.50378148637935,199.59306878161883,136.54860509926414,4372.967683957858,239.95347104799518,67.6568,106.12,100.9,108.5
